host_name,Datetime,CPU Utilization,Disk Read Operations,Disk Write Operations,Network Packets Recieved,Network Packets Sent,Raw Disk Read Utilization,Raw Disk Write Utilization,Raw Net Recieved Utilization,Raw Net Sent Utilization
7095824396664797056,2017-07-23 15:15:00,1.01355709789,0.0,11.6,90.4,3.2,0.0,83296.0,9132.8,772.2
7095824396664797056,2017-07-23 15:20:00,1.03983363115,0.0,12.6,97.2,9.2,0.0,93869.6,9931.6,1877.2
7095824396664797056,2017-07-23 15:25:00,1.0133904679,0.0,11.6,97.6,8.4,0.0,82520.8,9883.8,1650.8
7095824396664797056,2017-07-23 15:30:00,1.01261216291,0.0,11.2,92.8,5.0,0.0,77245.2,9375.0,1248.4
7095824396664797056,2017-07-23 15:35:00,1.01316392628,0.0,10.2,90.6,2.2,0.0,74306.8,9005.8,527.0
7095824396664797056,2017-07-23 15:40:00,1.01205978698,0.0,10.2,90.2,2.8,0.0,72330.0,9109.8,732.0
7095824396664797056,2017-07-23 15:45:00,1.0129949137,0.0,11.2,94.6,5.0,0.0,78643.2,9569.2,1055.6
7095824396664797056,2017-07-23 15:50:00,1.04089315293,0.0,11.2,91.2,2.8,0.0,80019.2,9184.6,732.0
7095824396664797056,2017-07-23 15:55:00,1.01355202723,0.0,10.2,89.6,2.2,0.0,73727.8,8879.6,527.0
7095824396664797056,2017-07-23 16:00:00,1.01294803688,0.0,10.4,90.8,4.2,0.0,74307.0,9260.8,974.4
7095824396664797056,2017-07-23 16:05:00,1.01360934068,0.0,8.0,87.0,0.0,0.0,62259.2,8893.4,0.0
7095824396664797056,2017-07-23 16:10:00,1.01377876224,0.0,8.6,88.2,0.4,0.0,63220.6,8987.6,13.6
7095824396664797056,2017-07-23 16:15:00,1.04066391368,0.0,8.0,87.2,1.6,0.0,62259.2,8893.2,69.6
7095824396664797056,2017-07-23 16:20:00,1.01372406967,0.0,8.8,88.0,0.0,0.0,67993.6,9004.4,0.0
7095824396664797056,2017-07-23 16:25:00,1.01305736393,0.0,9.0,90.4,2.8,0.0,65678.2,9363.4,631.0
7095824396664797056,2017-07-23 16:30:00,1.01305465269,0.0,8.4,88.8,0.8,0.0,67851.6,8954.2,0.0
7095824396664797056,2017-07-23 16:35:00,1.01300002881,0.0,9.25,87.0,0.0,0.0,63100.4,9051.0,60.6
7095824396664797056,2017-07-23 16:40:00,1.01377573571,0.0,8.6,88.8,4.0,0.0,67851.2,9004.6,591.2
7095824396664797056,2017-07-23 16:45:00,1.04022423287,0.0,8.6,88.8,1.2,0.0,69850.4,9179.2,98.8
7095824396664797056,2017-07-23 16:50:00,1.01294495813,0.0,8.6,88.4,2.2,0.0,66573.4,8982.6,448.2
7095824396664797056,2017-07-23 16:55:00,1.01244018448,0.0,8.8,88.8,2.8,0.0,65776.2,9244.0,539.0
7095824396664797056,2017-07-23 17:00:00,1.01500283906,0.0,8.2,87.8,0.4,0.0,63777.6,8867.6,0.0
7095824396664797056,2017-07-23 17:05:00,1.01283340184,0.0,8.2,85.8,0.0,0.0,63461.0,8721.4,0.0
7095824396664797056,2017-07-23 17:10:00,1.040888001,0.0,10.2,84.0,0.0,0.0,80958.4,8663.8,0.6
7095824396664797056,2017-07-23 17:15:00,1.01350255631,0.0,7.2,85.6,0.2,0.0,56667.2,8882.2,6.2
7095824396664797056,2017-07-23 17:20:00,1.01283337898,0.0,9.2,87.2,0.0,0.0,73728.0,8835.8,0.0
7095824396664797056,2017-07-23 17:25:00,1.01366388693,0.0,8.8,86.8,0.0,0.0,67851.4,8821.0,0.0
7095824396664797056,2017-07-23 17:30:00,1.01333594282,0.0,9.2,89.6,4.4,0.0,68812.6,9183.8,675.8
7095824396664797056,2017-07-23 17:35:00,1.03949747333,0.0,8.0,86.6,0.0,0.0,62259.2,8880.6,0.0
7095824396664797056,2017-07-23 17:40:00,1.01405725135,0.0,8.0,84.8,0.0,0.0,62259.4,8691.6,0.0
7095824396664797056,2017-07-23 17:45:00,1.01310904709,0.0,8.0,89.6,0.0,0.0,62259.2,9139.0,0.0
